order_id,product_id,product_name,quantity,price,store_id,order_date
78162,510,Pasta Alfredo,4,220,10,17-01-2024
17397,503,Momos,2,564,13,22-11-2024
48101,507,Idli Sambhar,4,312,14,02-07-2024
13867,503,Pasta Alfredo,4,349,10,08-01-2024
74874,510,Idli Sambhar,3,282,11,01-07-2024
26282,503,Idli Sambhar,4,197,10,12-01-2024
68505,511,Idli Sambhar,4,531,12,12-05-2024
24214,503,Hakka Noodles,1,162,10,26-02-2024
16458,503,Chicken Roll,3,468,13,14-03-2024
33882,500,Chicken Biryani,3,186,14,18-09-2024
75716,514,Masala Dosa,1,504,13,12-01-2024
70113,508,French Fries,3,376,10,06-02-2024
29827,501,Chole Bhature,2,397,11,03-04-2024
68835,505,Chicken Roll,1,500,14,19-06-2024
33573,514,Chicken Roll,4,329,14,09-08-2024
71406,512,Momos,2,497,12,03-11-2024
39248,512,Chicken Roll,4,440,12,07-08-2024
42802,504,Veg Burger,2,593,14,06-04-2024
95078,511,Chole Bhature,3,392,11,17-05-2024
52446,513,Tandoori Chicken,2,541,12,24-03-2024
73923,511,Pasta Alfredo,3,262,11,17-10-2024
72150,508,Idli Sambhar,3,448,11,15-05-2024
57199,508,Chole Bhature,4,541,11,21-11-2024
42477,505,Chicken Roll,2,223,11,06-04-2024
71964,510,Chole Bhature,3,383,13,19-01-2024
70945,513,Chicken Biryani,1,452,11,30-07-2024
47177,505,Cold Coffee,1,536,13,23-03-2024
36199,507,Chicken Biryani,1,400,12,04-01-2024
20152,507,French Fries,1,499,12,28-06-2024
30350,503,Idli Sambhar,4,457,12,24-07-2024
36078,505,Masala Dosa,3,377,14,03-05-2024
52254,506,French Fries,1,387,10,13-10-2024
12957,511,Cold Coffee,3,452,11,30-08-2024
75526,508,Hakka Noodles,2,365,11,13-09-2024
11780,500,Masala Dosa,4,164,11,19-04-2024
22959,514,Paneer Butter Masala,1,339,11,17-08-2024
30823,512,Tandoori Chicken,1,347,10,22-03-2024
14664,512,Masala Dosa,4,458,11,16-06-2024
44642,513,Hakka Noodles,4,322,12,18-01-2024
21713,512,Pasta Alfredo,2,221,14,17-07-2024
60524,503,Margherita Pizza,4,144,13,16-11-2024
49115,510,Veg Burger,4,372,11,04-07-2024
81673,510,Tandoori Chicken,4,144,11,12-06-2024
71448,500,Momos,3,188,13,15-08-2024
84528,500,Chicken Roll,3,310,13,05-01-2024
75891,513,Idli Sambhar,1,224,14,24-11-2024
10118,505,Masala Dosa,2,557,11,23-08-2024
11408,508,Tandoori Chicken,2,524,13,12-07-2024
45343,512,Veg Burger,2,326,11,29-02-2024
76163,514,Cold Coffee,4,266,11,20-01-2024
92569,510,Paneer Butter Masala,1,542,10,21-12-2024
19352,509,Paneer Butter Masala,2,327,12,22-01-2024
52881,504,Masala Dosa,2,580,12,27-04-2024
13360,511,Pasta Alfredo,4,360,11,18-06-2024
80291,506,Chole Bhature,4,179,11,06-06-2024
93212,504,Momos,1,306,14,26-01-2024
13169,505,French Fries,1,405,14,01-11-2024
94009,500,Hakka Noodles,2,524,14,19-02-2024
72457,503,Masala Dosa,3,347,14,03-04-2024
70817,506,Cold Coffee,2,386,11,02-10-2024
42928,506,Momos,2,393,13,11-09-2024
61840,504,French Fries,1,109,12,10-02-2024
92477,510,Margherita Pizza,2,517,11,02-05-2024
10513,512,Cold Coffee,4,597,10,25-01-2024
19240,500,French Fries,3,335,13,27-10-2024
29174,513,Hakka Noodles,4,521,12,12-10-2024
47798,510,Chicken Biryani,2,377,14,11-03-2024
23602,504,Paneer Butter Masala,4,497,14,04-03-2024
30389,512,Paneer Butter Masala,1,413,13,17-10-2024
68254,505,Hakka Noodles,2,368,11,13-10-2024
86421,502,French Fries,3,136,13,15-02-2024
45855,506,Cold Coffee,2,287,14,15-01-2024
79887,503,Margherita Pizza,2,257,11,01-03-2024
96616,505,Idli Sambhar,3,394,14,02-01-2024
33160,511,Hakka Noodles,1,280,10,26-03-2024
99236,502,Fried Rice,1,165,13,20-02-2024
49419,514,Cold Coffee,2,307,11,16-03-2024
17934,508,Veg Burger,3,548,13,03-02-2024
16932,501,Chicken Biryani,3,432,11,02-12-2024
87624,511,Tandoori Chicken,4,436,14,19-03-2024
34874,506,Fried Rice,2,252,13,28-09-2024
82175,510,Chicken Biryani,1,523,12,29-03-2024
29309,513,French Fries,1,262,14,30-01-2024
90774,510,Idli Sambhar,1,486,11,17-03-2024
60600,511,Tandoori Chicken,4,485,11,14-01-2024
54823,509,Momos,3,474,10,30-03-2024
17395,503,Momos,3,182,11,11-12-2024
63498,506,Pasta Alfredo,1,458,13,03-08-2024
16215,502,Tandoori Chicken,3,444,13,10-02-2024
60486,510,Chole Bhature,4,496,12,06-07-2024
91359,511,Tandoori Chicken,4,102,10,30-04-2024
39066,507,Chole Bhature,4,202,13,26-03-2024
65975,502,Fried Rice,1,130,12,27-10-2024
49324,505,Veg Burger,4,335,12,26-11-2024
24108,506,Chicken Roll,2,481,13,22-11-2024
92960,505,Chicken Roll,1,130,14,27-05-2024
77030,502,Cold Coffee,2,353,13,04-08-2024
21664,510,Pasta Alfredo,1,582,12,20-06-2024
54361,512,Fried Rice,3,436,11,03-01-2024
37608,503,Chicken Roll,4,231,10,15-10-2024
36760,514,Paneer Butter Masala,2,447,13,24-05-2024
38535,508,Tandoori Chicken,4,568,13,27-08-2024
41219,513,Momos,1,482,14,23-09-2024
79116,512,Chicken Biryani,2,181,11,03-01-2024
51868,504,Cold Coffee,3,217,11,31-01-2024
83040,502,Chole Bhature,2,442,13,15-02-2024
85306,501,Fried Rice,3,533,12,23-08-2024
32574,501,Idli Sambhar,3,190,12,16-05-2024
64201,506,Hakka Noodles,4,333,12,17-10-2024
47927,514,Momos,1,338,12,19-10-2024
65509,510,Margherita Pizza,4,401,12,03-11-2024
11911,505,Chicken Roll,3,249,12,12-10-2024
91557,506,French Fries,1,101,10,10-01-2024
62933,506,Chicken Roll,2,290,14,16-07-2024
14236,501,Cold Coffee,4,456,13,09-05-2024
99226,510,Momos,3,364,12,03-06-2024
59496,514,Tandoori Chicken,4,241,12,13-04-2024
22884,504,Tandoori Chicken,2,188,12,21-10-2024
86097,501,Momos,1,362,14,16-07-2024
40422,507,Chole Bhature,3,226,10,03-05-2024
21234,506,Fried Rice,4,224,13,07-03-2024
76441,514,Idli Sambhar,3,125,11,09-04-2024
84179,507,French Fries,4,121,13,21-02-2024
39739,501,Pasta Alfredo,3,257,13,21-05-2024
47644,507,Hakka Noodles,3,248,14,06-09-2024
61924,514,Fried Rice,2,403,10,13-02-2024
95064,506,Pasta Alfredo,4,273,13,19-07-2024
68839,511,Idli Sambhar,4,530,14,28-05-2024
80100,514,Hakka Noodles,2,279,10,25-10-2024
70314,501,Hakka Noodles,2,529,10,02-09-2024
76742,503,Tandoori Chicken,3,496,11,08-06-2024
91070,511,Chole Bhature,3,450,13,09-03-2024
61258,508,Chole Bhature,4,196,12,07-05-2024
96039,504,Masala Dosa,1,465,10,04-01-2024
69812,512,Masala Dosa,2,156,14,09-07-2024
67374,505,Chole Bhature,4,353,10,14-02-2024
74208,511,Chicken Biryani,3,450,14,05-07-2024
25869,510,Idli Sambhar,2,427,14,18-05-2024
71607,503,Veg Burger,4,523,12,09-01-2024
91509,514,Pasta Alfredo,4,201,10,24-03-2024
51739,505,Margherita Pizza,1,357,12,01-02-2024
56511,500,Cold Coffee,2,545,13,20-01-2024
75335,514,Momos,1,470,13,24-07-2024
91125,505,Hakka Noodles,3,262,10,20-04-2024
29248,500,Chole Bhature,3,166,10,29-02-2024
63850,511,Momos,2,316,13,12-03-2024
95207,507,Fried Rice,4,134,12,25-08-2024
79676,514,Chole Bhature,2,253,12,17-03-2024
28842,511,Chicken Biryani,2,277,13,10-01-2024
27540,513,Tandoori Chicken,3,297,13,25-06-2024
51850,501,Momos,1,198,14,22-01-2024
64663,503,Masala Dosa,2,248,12,12-06-2024
38692,503,Chicken Roll,2,161,11,14-11-2024
56661,505,Chicken Roll,1,508,11,02-01-2024
81441,504,Margherita Pizza,2,307,13,04-08-2024
49803,502,Chicken Biryani,2,437,13,13-10-2024
97487,513,Chicken Roll,4,583,14,20-09-2024
77942,506,Momos,4,284,11,15-12-2024
47883,509,Chicken Biryani,3,231,10,12-03-2024
38759,506,French Fries,1,302,11,20-05-2024
19352,508,Pasta Alfredo,4,154,12,13-06-2024
50228,502,French Fries,4,163,11,05-08-2024
28606,509,Margherita Pizza,3,346,14,06-06-2024
20850,509,Momos,4,122,11,17-07-2024
36587,506,Fried Rice,2,283,13,21-11-2024
40016,508,French Fries,1,113,12,02-01-2024
63680,514,Hakka Noodles,3,346,14,07-01-2024
15122,505,Hakka Noodles,4,360,11,18-02-2024
43815,507,Margherita Pizza,3,529,13,09-02-2024
67776,513,Pasta Alfredo,3,140,11,26-04-2024
26211,511,Cold Coffee,4,215,10,29-12-2024
38973,509,Chicken Biryani,3,165,11,24-06-2024
69186,509,Paneer Butter Masala,4,554,14,29-01-2024
62201,512,Idli Sambhar,2,574,13,20-06-2024
55266,510,Pasta Alfredo,1,147,11,23-09-2024
21038,512,Masala Dosa,1,176,10,12-02-2024
88639,504,Fried Rice,4,549,12,28-09-2024
27649,505,Margherita Pizza,3,188,12,11-03-2024
50344,505,Paneer Butter Masala,2,363,14,13-06-2024
17132,503,Paneer Butter Masala,4,415,12,20-06-2024
90415,511,Fried Rice,1,399,14,12-04-2024
32847,506,Fried Rice,4,126,13,30-11-2024
51681,501,French Fries,3,441,12,13-01-2024
79465,513,Pasta Alfredo,1,470,12,08-08-2024
10781,502,Cold Coffee,2,391,10,11-08-2024
89509,502,Tandoori Chicken,3,388,10,09-03-2024
51596,514,Chicken Roll,2,360,12,02-04-2024
80683,514,Hakka Noodles,2,349,12,03-09-2024
34593,503,Chicken Biryani,1,420,14,28-11-2024
90710,513,Tandoori Chicken,4,426,12,15-10-2024
83963,509,Chicken Biryani,4,216,12,10-04-2024
61841,514,French Fries,3,597,10,23-03-2024
92866,509,Pasta Alfredo,3,132,10,26-04-2024
88573,514,Momos,4,205,14,29-11-2024
58545,508,Chicken Biryani,2,158,13,12-07-2024
32642,514,Hakka Noodles,3,553,13,05-11-2024
40470,509,Cold Coffee,4,191,14,28-06-2024
87993,504,Chole Bhature,2,168,13,13-05-2024
85765,500,Fried Rice,1,314,12,21-11-2024
17260,511,Fried Rice,3,529,13,28-06-2024
83480,507,Pasta Alfredo,2,244,13,20-12-2024
86012,502,Cold Coffee,4,273,14,13-12-2024
98930,514,Hakka Noodles,3,592,11,22-10-2024
47980,510,Chicken Roll,2,496,13,27-06-2024
13957,511,Chole Bhature,1,261,10,20-02-2024
83987,508,Tandoori Chicken,2,292,10,01-04-2024
46941,509,Momos,1,544,10,28-10-2024
69193,509,Paneer Butter Masala,4,193,10,28-06-2024
30047,502,Paneer Butter Masala,2,459,12,18-08-2024
41344,500,Hakka Noodles,2,447,11,25-03-2024
64837,504,Chole Bhature,4,140,14,20-12-2024
81162,512,Masala Dosa,1,135,14,16-08-2024
97760,505,Pasta Alfredo,4,186,11,22-06-2024
76079,500,Cold Coffee,4,534,10,29-12-2024
59086,507,Hakka Noodles,4,450,13,21-01-2024
28465,506,Chicken Roll,3,119,13,26-07-2024
47778,501,Masala Dosa,2,278,11,18-07-2024
51368,507,Hakka Noodles,3,122,14,06-08-2024
69534,513,Margherita Pizza,3,338,11,22-08-2024
34854,513,Momos,3,546,12,05-02-2024
63261,508,Chicken Roll,4,313,13,23-07-2024
74158,507,Pasta Alfredo,3,537,14,08-11-2024
82118,502,Hakka Noodles,1,428,14,03-01-2024
98576,510,Veg Burger,1,328,14,26-10-2024
83671,500,Hakka Noodles,1,587,12,15-09-2024
85406,503,French Fries,1,444,10,18-01-2024
95407,505,Fried Rice,4,565,12,18-10-2024
96085,505,Margherita Pizza,4,550,12,06-07-2024
41625,514,Margherita Pizza,2,462,12,31-12-2024
31068,510,Chole Bhature,4,209,10,02-03-2024
78046,508,Margherita Pizza,2,272,13,04-01-2024
52242,501,Fried Rice,4,177,11,26-05-2024
73474,506,Pasta Alfredo,3,558,14,14-07-2024
29536,507,Veg Burger,3,509,11,08-06-2024
13100,501,Momos,3,228,13,04-12-2024
45288,507,Veg Burger,1,438,14,04-10-2024
42174,510,Chicken Roll,2,199,12,03-11-2024
93813,514,Veg Burger,4,319,11,01-03-2024
95759,503,Chicken Biryani,3,167,12,07-07-2024
94314,505,Paneer Butter Masala,3,185,13,04-07-2024
33256,508,Idli Sambhar,1,370,10,27-12-2024
73890,507,Cold Coffee,2,108,13,21-12-2024
40661,509,Pasta Alfredo,4,543,12,07-06-2024
54159,509,Margherita Pizza,2,252,11,04-02-2024
22628,509,Margherita Pizza,1,177,14,21-03-2024
27292,502,Veg Burger,3,214,11,20-04-2024
39475,501,French Fries,4,350,12,25-10-2024
94293,512,Hakka Noodles,2,432,13,10-05-2024
77022,514,Momos,2,436,11,21-02-2024
59416,509,Veg Burger,3,451,11,12-02-2024
98132,503,Fried Rice,3,302,13,15-12-2024
43037,506,Idli Sambhar,2,474,13,25-07-2024
67885,507,French Fries,3,355,13,10-03-2024
67298,512,Cold Coffee,1,335,11,21-05-2024
17389,506,Hakka Noodles,4,242,11,15-02-2024
10593,513,Paneer Butter Masala,1,119,12,12-03-2024
39613,505,Hakka Noodles,4,363,13,20-01-2024
49016,507,Masala Dosa,3,142,12,27-05-2024
98888,501,Fried Rice,1,246,10,24-05-2024
72806,508,Hakka Noodles,3,461,13,19-09-2024
39364,509,French Fries,1,378,11,28-08-2024
25039,512,Masala Dosa,1,460,12,02-04-2024
41361,513,Chicken Roll,4,273,10,17-09-2024
87914,513,Masala Dosa,4,322,13,14-04-2024
60076,511,Chicken Roll,1,267,12,23-07-2024
33539,513,Paneer Butter Masala,2,174,11,27-09-2024
23631,511,Margherita Pizza,1,444,13,15-07-2024
34960,508,Momos,1,128,13,03-10-2024
96971,510,Pasta Alfredo,4,507,14,11-10-2024
14500,509,Idli Sambhar,1,350,10,06-03-2024
23237,513,Fried Rice,3,510,13,27-03-2024
56772,507,Hakka Noodles,2,336,12,12-01-2024
99927,508,Paneer Butter Masala,1,287,13,23-08-2024
55853,514,Pasta Alfredo,4,177,11,29-06-2024
33238,511,Margherita Pizza,2,524,14,11-09-2024
36965,507,Cold Coffee,1,568,10,11-11-2024
61931,508,Chicken Biryani,2,520,14,02-03-2024
93482,500,Momos,1,510,12,01-02-2024
39593,508,Fried Rice,4,150,13,03-01-2024
65688,500,Chicken Biryani,4,421,12,02-04-2024
30097,503,Tandoori Chicken,3,527,13,09-02-2024
90302,502,Chicken Biryani,3,597,12,07-04-2024
54671,506,Chicken Biryani,1,506,12,30-07-2024
26179,514,Veg Burger,4,577,13,29-08-2024
71650,511,Chole Bhature,1,247,11,05-09-2024
70752,501,Chicken Biryani,3,163,10,27-09-2024
59990,510,Paneer Butter Masala,1,387,13,19-02-2024
67616,505,Pasta Alfredo,2,521,11,12-02-2024
98473,508,Hakka Noodles,1,474,12,10-01-2024
41117,503,Hakka Noodles,3,560,10,24-06-2024
61483,504,Chole Bhature,4,465,13,25-08-2024
32272,513,Pasta Alfredo,3,238,12,27-08-2024
42475,504,Idli Sambhar,2,237,14,07-09-2024
81823,513,Chole Bhature,3,164,11,27-07-2024
85112,502,Paneer Butter Masala,1,139,14,29-12-2024
20373,509,Fried Rice,4,127,14,05-06-2024
28933,502,Veg Burger,3,547,13,09-09-2024
55937,507,Paneer Butter Masala,1,366,10,23-05-2024
86092,510,Pasta Alfredo,2,218,10,18-02-2024
98880,507,Hakka Noodles,2,577,14,10-10-2024
99361,508,Chole Bhature,4,174,12,10-02-2024
37123,503,Momos,3,478,10,04-05-2024
38152,504,Paneer Butter Masala,1,443,10,02-04-2024
40562,509,Fried Rice,1,524,13,24-04-2024
75601,511,Chicken Biryani,4,565,10,09-08-2024
14850,505,Hakka Noodles,4,255,10,10-02-2024
83601,514,Hakka Noodles,4,377,11,18-02-2024
27589,511,Paneer Butter Masala,2,210,11,07-04-2024
55730,507,Hakka Noodles,3,478,11,31-03-2024
10476,504,Chole Bhature,3,237,11,22-04-2024
77655,513,Chicken Roll,2,426,11,05-10-2024
24864,509,Masala Dosa,2,235,12,13-11-2024
83453,503,Masala Dosa,3,359,13,19-04-2024
12554,500,Momos,1,130,12,08-01-2024
22534,513,Cold Coffee,1,420,14,18-01-2024
78612,500,Chicken Roll,3,374,11,06-08-2024
66749,503,Chicken Biryani,4,503,10,31-12-2024
95296,513,Chicken Biryani,2,467,12,19-06-2024
32593,512,Paneer Butter Masala,1,269,12,06-05-2024
70435,513,Momos,4,110,14,09-05-2024
35966,501,Masala Dosa,2,459,14,18-07-2024
18734,514,Tandoori Chicken,3,287,14,14-05-2024
38620,512,Masala Dosa,2,267,13,20-08-2024
76304,500,Veg Burger,2,292,13,16-08-2024
20521,514,Masala Dosa,1,417,10,10-07-2024
33727,510,Margherita Pizza,1,444,14,29-10-2024
48461,513,Hakka Noodles,2,137,11,09-09-2024
61284,504,Cold Coffee,4,109,12,29-01-2024
88876,500,Paneer Butter Masala,4,384,10,04-03-2024
33069,501,Tandoori Chicken,4,244,10,01-10-2024
62699,503,Pasta Alfredo,3,555,10,03-09-2024
25438,504,Chole Bhature,3,178,14,01-01-2024
76803,505,Hakka Noodles,3,364,11,28-01-2024
33667,514,Momos,1,206,10,03-03-2024
28604,501,Veg Burger,3,316,12,16-03-2024
60444,509,Hakka Noodles,4,290,10,14-04-2024
54258,501,Chicken Roll,2,582,12,01-04-2024
61087,509,Margherita Pizza,1,512,14,12-09-2024
61729,509,Pasta Alfredo,3,312,14,29-09-2024
31799,509,Cold Coffee,1,317,10,20-06-2024
69219,513,Margherita Pizza,3,130,12,04-10-2024
49261,511,Idli Sambhar,2,550,11,14-08-2024
46228,511,Chicken Biryani,1,116,12,09-11-2024
71518,506,Veg Burger,3,578,14,15-12-2024
94823,510,Tandoori Chicken,1,428,10,30-05-2024
59017,500,Fried Rice,1,388,13,26-08-2024
93825,502,French Fries,3,233,14,22-08-2024
32324,504,Paneer Butter Masala,4,439,11,12-07-2024
86130,506,Chole Bhature,2,361,10,08-08-2024
30429,511,Chicken Biryani,1,129,12,19-12-2024
55657,514,Veg Burger,1,177,12,20-11-2024
20403,506,Pasta Alfredo,3,532,10,22-03-2024
67071,511,Chole Bhature,2,356,11,11-03-2024
64711,505,Margherita Pizza,3,483,11,27-03-2024
14308,510,Masala Dosa,4,264,13,23-06-2024
70256,510,Cold Coffee,3,486,12,05-03-2024
35515,502,Hakka Noodles,3,446,13,22-12-2024
36999,506,Idli Sambhar,3,452,12,14-11-2024
81594,512,Pasta Alfredo,4,570,10,22-10-2024
40203,509,Chole Bhature,1,117,13,20-12-2024
45471,503,Tandoori Chicken,1,560,13,23-07-2024
47285,506,French Fries,1,538,11,31-01-2024
43123,509,Idli Sambhar,1,204,14,12-09-2024
93422,511,French Fries,1,437,13,13-12-2024
31689,504,Chicken Roll,1,216,13,29-01-2024
40043,502,Paneer Butter Masala,2,510,10,03-07-2024
21364,504,Veg Burger,4,175,10,29-10-2024
58983,511,Chicken Roll,4,300,13,23-08-2024
10870,503,Pasta Alfredo,3,166,14,23-09-2024
70424,504,Chicken Biryani,2,587,14,31-01-2024
79963,503,Veg Burger,2,224,10,28-11-2024
30657,512,Momos,3,246,11,16-06-2024
29006,502,Paneer Butter Masala,4,292,11,24-10-2024
54828,504,Pasta Alfredo,1,181,14,30-03-2024
48955,514,Idli Sambhar,1,553,13,21-02-2024
98947,509,Momos,4,127,12,28-06-2024
89704,514,Momos,4,353,13,11-06-2024
50244,512,Tandoori Chicken,3,466,11,17-06-2024
74901,513,Idli Sambhar,1,311,10,26-11-2024
28856,506,Fried Rice,1,219,11,30-12-2024
69571,505,Cold Coffee,2,260,10,17-06-2024
19733,510,Margherita Pizza,3,493,10,02-02-2024
85183,502,Idli Sambhar,4,418,13,06-11-2024
55342,512,Chicken Roll,1,196,12,06-06-2024
47185,514,Hakka Noodles,3,409,10,13-09-2024
72043,500,Veg Burger,3,594,13,16-09-2024
56967,513,Masala Dosa,2,391,14,05-08-2024
69878,504,Hakka Noodles,1,421,14,06-06-2024
86124,511,Paneer Butter Masala,2,294,13,05-01-2024
15185,508,Idli Sambhar,2,309,13,22-07-2024
51801,514,Chicken Roll,2,274,12,24-05-2024
33274,505,Cold Coffee,4,403,11,23-05-2024
78104,508,Veg Burger,1,251,12,11-02-2024
88982,502,Masala Dosa,2,222,12,22-03-2024
42967,507,Cold Coffee,3,349,13,19-12-2024
15403,510,Margherita Pizza,3,431,11,24-01-2024
99146,501,Pasta Alfredo,1,165,14,21-10-2024
42174,508,Chicken Biryani,2,368,12,12-05-2024
51637,514,Paneer Butter Masala,2,227,14,04-01-2024
44112,502,Hakka Noodles,4,103,14,20-11-2024
90493,504,French Fries,3,581,10,06-03-2024
59822,514,French Fries,3,360,11,11-01-2024
62640,510,French Fries,2,491,11,15-04-2024
40594,500,Margherita Pizza,3,462,10,15-12-2024
54900,502,Momos,4,507,11,24-12-2024
94934,500,French Fries,1,344,10,26-03-2024
47185,506,French Fries,4,548,12,21-06-2024
35524,514,Paneer Butter Masala,3,576,12,30-12-2024
82748,503,Cold Coffee,1,111,12,06-07-2024
51457,504,Tandoori Chicken,1,410,14,26-10-2024
33989,509,French Fries,3,179,13,09-05-2024
23005,504,Chicken Roll,4,424,11,04-02-2024
12261,505,Veg Burger,2,300,10,23-04-2024
62070,505,Chicken Roll,2,261,14,27-08-2024
36115,507,Idli Sambhar,1,411,11,27-11-2024
21464,514,Cold Coffee,1,120,13,28-03-2024
34458,512,Tandoori Chicken,2,347,10,10-11-2024
89102,506,Chole Bhature,4,174,10,26-03-2024
82009,511,Margherita Pizza,3,289,11,26-11-2024
67679,508,Cold Coffee,4,267,11,19-03-2024
61243,510,Momos,1,552,14,28-07-2024
72373,500,Hakka Noodles,2,422,11,03-10-2024
71813,506,Fried Rice,3,323,13,01-01-2024
90293,510,Fried Rice,4,102,12,27-02-2024
17673,507,Masala Dosa,3,481,14,21-01-2024
53851,512,Idli Sambhar,1,102,10,10-01-2024
99469,510,Cold Coffee,3,444,14,10-12-2024
28475,511,Veg Burger,1,224,12,09-12-2024
80138,503,Paneer Butter Masala,4,428,10,05-02-2024
66609,502,Chicken Roll,2,229,13,19-01-2024
31522,514,Idli Sambhar,1,359,12,14-03-2024
88123,510,Paneer Butter Masala,2,404,13,23-02-2024
41481,510,Idli Sambhar,1,454,14,23-07-2024
56969,501,Tandoori Chicken,4,405,13,23-09-2024
11479,507,Tandoori Chicken,3,415,10,19-04-2024
65434,506,Veg Burger,1,585,12,11-05-2024
94632,504,Margherita Pizza,3,567,11,18-07-2024
66920,509,Veg Burger,2,437,13,26-06-2024
86142,508,Momos,2,454,14,12-08-2024
75392,507,Chicken Biryani,3,535,13,27-03-2024
78833,506,Momos,2,265,11,22-06-2024
47726,511,Paneer Butter Masala,1,392,14,24-02-2024
71030,514,French Fries,1,274,10,28-09-2024
97470,500,Hakka Noodles,1,441,10,01-07-2024
70070,504,French Fries,1,407,11,22-05-2024
70621,506,Hakka Noodles,4,292,13,25-01-2024
57355,511,Tandoori Chicken,4,127,14,25-09-2024
89974,510,Idli Sambhar,1,288,11,14-04-2024
55707,507,Idli Sambhar,1,435,12,22-01-2024
10992,513,Paneer Butter Masala,4,203,11,28-08-2024
62010,512,French Fries,2,476,13,02-03-2024
59458,502,Chicken Biryani,1,493,14,12-09-2024
28223,500,Momos,1,386,12,26-07-2024
16540,500,Chicken Biryani,1,462,10,11-05-2024
33544,513,Chicken Biryani,1,357,13,21-09-2024
64786,501,Chicken Biryani,1,551,12,08-10-2024
36216,505,Hakka Noodles,4,278,11,25-08-2024
86004,508,Margherita Pizza,4,355,13,05-08-2024
38142,510,Paneer Butter Masala,4,564,13,23-05-2024
74157,510,Hakka Noodles,3,516,10,22-01-2024
37456,509,Idli Sambhar,1,441,12,03-03-2024
56625,507,Paneer Butter Masala,3,448,11,27-04-2024
35044,504,Idli Sambhar,2,137,14,18-06-2024
30298,503,Pasta Alfredo,1,201,10,15-12-2024
71105,514,Chicken Roll,1,107,12,06-07-2024
52167,509,Paneer Butter Masala,2,341,12,23-12-2024
34194,503,Paneer Butter Masala,3,260,13,26-12-2024
90821,502,Cold Coffee,4,100,14,20-02-2024
97909,504,Momos,4,505,13,26-01-2024
74975,513,French Fries,1,368,13,24-07-2024
66924,508,Chole Bhature,4,157,10,16-10-2024
31449,509,Tandoori Chicken,1,492,10,04-01-2024
59313,507,Veg Burger,4,481,12,30-03-2024
20759,503,Chicken Biryani,4,169,10,05-11-2024
52001,511,Chicken Roll,2,244,14,26-02-2024
15952,505,Cold Coffee,2,581,10,05-06-2024
26868,514,Cold Coffee,3,141,13,03-07-2024
42010,508,Hakka Noodles,3,542,14,27-05-2024
79133,508,Cold Coffee,4,298,14,08-03-2024
94040,505,French Fries,2,101,10,21-09-2024
65329,514,Chole Bhature,3,597,14,29-08-2024
15194,510,Chicken Biryani,1,466,13,30-11-2024
86756,512,Masala Dosa,2,480,14,16-04-2024
82482,502,Paneer Butter Masala,3,232,14,30-09-2024
16117,500,Tandoori Chicken,4,503,12,12-11-2024
52907,504,Paneer Butter Masala,3,343,11,30-10-2024
49474,513,Pasta Alfredo,2,404,14,29-07-2024
15743,502,Momos,1,536,11,02-04-2024
29359,514,Margherita Pizza,2,168,10,04-08-2024
92910,501,Chicken Roll,3,245,12,29-04-2024
